IDLink,slot0,slot1
1,0.9305555555555556,2.0
2,-0.08333333333333333,0.0
3,-0.625,0.0
4,3.4166666666666665,10.0
5,-0.625,0.0
6,34.31944444444444,104.36111111111111
7,-0.041666666666666664,0.0
8,-0.3333333333333333,0.0
9,4.027777777777778,11.11111111111111
10,2.3472222222222223,23.166666666666668
11,3.138888888888889,9.444444444444445
12,2.7777777777777777,27.97222222222222
13,2.5,10.98611111111111
14,-0.125,0.0
15,-1.0,48.77777777777778
16,-1.0,5.805555555555555
17,-0.3333333333333333,0.0
18,1.8472222222222223,4.0
19,2.9444444444444446,5.0
20,20.444444444444443,38.166666666666664
21,-0.3333333333333333,0.0
22,-0.2916666666666667,0.0
24,41.0,49.0
25,-1.0,1.7222222222222223
26,0.7361111111111112,2.0
27,-0.4166666666666667,0.0
28,-1.0,2.888888888888889
29,-0.25,0.0
30,-0.4166666666666667,1.0
31,-1.0,-1.0
32,-0.2916666666666667,0.0
33,-1.0,3.861111111111111
34,0.0,1.0
35,29.72222222222222,50.041666666666664
36,2.1527777777777777,8.597222222222221
37,-0.041666666666666664,0.0
38,-1.0,63.861111111111114
39,-1.0,3.861111111111111
40,2.25,13.597222222222221
41,-0.041666666666666664,0.0
42,-1.0,47.958333333333336
43,-0.75,0.0
44,-0.6666666666666666,0.0
45,-0.041666666666666664,0.0
46,-0.4166666666666667,1.0
47,-0.4583333333333333,0.0
48,24.90277777777778,43.416666666666664
49,18.48611111111111,52.34722222222222
50,-1.0,-1.0
51,-1.0,-1.0
52,-0.5,0.0
53,-0.5416666666666666,0.0
55,-0.2916666666666667,0.0
56,-0.5416666666666666,0.0
57,-1.0,-1.0
58,-0.7083333333333334,0.8611111111111112
59,-1.0,-1.0
60,-0.041666666666666664,0.0
61,-1.0,-1.0
62,-0.5833333333333334,0.0
63,-0.7083333333333334,0.0
64,-1.0,96.86111111111111
65,-0.25,0.0
66,-0.375,0.0
67,-0.027777777777777776,0.0
68,2.513888888888889,23.833333333333332
71,-0.7083333333333334,0.0
73,-0.125,0.0
74,-1.0,26.666666666666668
75,-1.0,-0.027777777777777776
76,-1.0,-1.0
77,12.125,34.0
79,0.4583333333333333,1.0
81,-1.0,-0.027777777777777776
82,-0.375,0.0
83,-0.8333333333333334,0.0
84,6.152777777777778,30.694444444444443
85,1.1111111111111112,8.902777777777779
87,-1.0,0.9444444444444444
88,5.0,15.0
89,-0.25,2.0
90,1.6944444444444444,25.930555555555557
91,0.5,1.9861111111111112
92,4.388888888888889,93.04166666666667
98,0.4166666666666667,3.0
99,-1.0,-1.0
100,-0.9166666666666666,0.0
201,-1.0,23.23611111111111
202,-0.875,0.0
203,-1.0,-0.6388888888888888
204,-0.75,0.0
207,-1.0,-0.6666666666666666
208,-0.8472222222222222,0.0
209,-1.0,-0.4861111111111111
214,4.291666666666667,54.583333333333336
225,-0.6527777777777778,0.0
227,-1.0,-0.7777777777777778
232,-1.0,-0.3194444444444444
236,-0.9027777777777778,0.0
240,-1.0,-0.08333333333333333
241,-1.0,0.0
243,-0.6944444444444444,0.0
252,-1.0,-0.7916666666666666
272,-1.0,-0.375
280,-0.6527777777777778,0.0
292,-1.0,10.73611111111111
294,-1.0,1.0555555555555556
396,0.9166666666666666,1.0
403,-1.0,-1.0
405,-0.375,1.8611111111111112
406,-0.013888888888888888,0.0
409,4.763888888888889,7.888888888888889
410,-0.375,0.0
411,0.6111111111111112,1.5416666666666667
412,0.041666666666666664,2.0
413,-0.027777777777777776,0.0
417,-0.08333333333333333,0.0
431,-0.027777777777777776,0.0
433,-0.875,0.0
434,-0.013888888888888888,0.0
435,-0.4583333333333333,0.0
440,-0.25,0.0
441,0.0,0.0
442,-0.041666666666666664,0.0
443,-0.5833333333333334,0.0
444,21.61111111111111,41.5
445,10.402777777777779,24.875
449,-1.0,13.347222222222221
450,-0.9166666666666666,0.0
451,-0.6666666666666666,0.0
452,0.5,3.0
453,0.6388888888888888,2.0
460,-0.013888888888888888,0.0
461,-0.027777777777777776,0.0
462,0.19444444444444445,16.15277777777778
463,-0.041666666666666664,0.0
467,34.666666666666664,115.73611111111111
471,1.9722222222222223,8.0
472,24.63888888888889,82.05555555555556
474,-0.013888888888888888,0.0
477,0.0,0.0
478,-0.3333333333333333,0.0
479,-0.041666666666666664,0.0
482,0.8333333333333334,1.0
488,-1.0,-1.0
489,-0.05555555555555555,0.0
492,-0.027777777777777776,0.0
495,32.236111111111114,99.45833333333333
497,-0.375,0.0
498,-0.3472222222222222,0.0
499,-1.0,31.25
500,-0.041666666666666664,0.0
501,0.0,0.0
502,-1.0,-0.2777777777777778
503,-0.08333333333333333,0.0
504,-0.125,0.0
505,11.972222222222221,35.111111111111114
506,-0.013888888888888888,0.0
508,-0.5416666666666666,0.0
512,-0.027777777777777776,0.0
514,0.0,0.0
515,-0.6666666666666666,0.0
516,-0.013888888888888888,0.0
517,-0.027777777777777776,0.0
520,15.777777777777779,22.180555555555557
521,-1.0,-0.3888888888888889
526,6.180555555555555,10.583333333333334
529,-0.013888888888888888,0.0
530,0.0,0.0
531,0.0,0.0
534,-0.013888888888888888,0.0
535,7.194444444444445,17.75
537,-0.3472222222222222,0.0
538,-0.3472222222222222,0.0
539,8.972222222222221,89.80555555555556
540,43.40277777777778,72.73611111111111
543,-0.3611111111111111,0.0
549,-0.08333333333333333,0.0
550,-0.027777777777777776,0.0
551,4.097222222222222,10.875
552,-0.013888888888888888,0.0
554,0.0,0.0
555,-0.013888888888888888,0.0
556,-1.0,-0.4861111111111111
557,-0.125,0.0
558,9.916666666666666,17.916666666666668
571,-0.3333333333333333,0.0
576,-0.08333333333333333,0.0
577,4.347222222222222,7.0
578,3.3055555555555554,4.722222222222222
579,-0.041666666666666664,0.0
580,-0.027777777777777776,0.0
581,4.277777777777778,6.0
582,7.430555555555555,18.63888888888889
583,-0.125,0.0
584,-1.0,-0.5138888888888888
585,-0.3333333333333333,0.0
589,6.583333333333333,7.0
590,3.75,16.11111111111111
591,-0.08333333333333333,0.0
592,-0.125,0.0
600,-0.041666666666666664,0.0
601,-0.08333333333333333,0.0
602,-0.08333333333333333,0.0
605,0.7222222222222222,1.0
606,2.3333333333333335,3.0
615,-0.027777777777777776,0.0
616,-0.125,0.0
617,0.2638888888888889,2.9027777777777777
618,31.166666666666668,85.91666666666667
619,-0.16666666666666666,0.0
623,-0.041666666666666664,0.0
626,9.63888888888889,33.84722222222222
627,8.652777777777779,17.09722222222222
628,62.291666666666664,537.4166666666666
633,-0.4305555555555556,0.0
638,0.0,0.0
639,-0.013888888888888888,0.0
640,1.6111111111111112,7.597222222222222
645,-0.3333333333333333,0.0
648,-0.041666666666666664,0.0
649,1.625,2.4722222222222223
650,0.0,0.0
656,-0.4861111111111111,0.0
657,-0.5,0.0
658,0.0,0.7777777777777778
659,-0.013888888888888888,0.0
665,1.6666666666666667,3.4166666666666665
666,1.6666666666666667,8.0
672,-0.041666666666666664,0.0
673,-0.041666666666666664,0.0
674,0.0,0.0
675,35.56944444444444,84.29166666666667
680,-0.027777777777777776,0.0
681,31.583333333333332,51.833333333333336
682,0.0,0.0
687,-0.5,0.0
690,3.2083333333333335,12.305555555555555
691,4.972222222222222,7.0
696,-0.3333333333333333,0.0
697,-0.375,0.0
699,2.263888888888889,4.0
700,0.6111111111111112,2.0
701,0.4722222222222222,7.819444444444445
702,0.0,0.0
705,1.8888888888888888,3.0
706,-0.013888888888888888,0.06944444444444445
707,-0.16666666666666666,0.0
711,0.0,0.0
712,-0.013888888888888888,0.0
713,0.5416666666666666,1.0
714,72.52777777777777,142.65277777777777
715,-1.0,1.1111111111111112
716,-1.0,-1.0
717,-0.041666666666666664,0.0
724,-0.027777777777777776,0.0
725,4.722222222222222,12.0
733,-0.027777777777777776,0.0
734,-0.25,0.0
740,-0.013888888888888888,0.0
741,0.0,0.0
745,-0.3333333333333333,0.0
748,2.888888888888889,4.930555555555555
749,-0.041666666666666664,0.0
750,9.319444444444445,28.819444444444443
751,-1.0,-1.0
754,-1.0,-1.0
757,-0.3333333333333333,0.0
767,-0.041666666666666664,0.0
768,3.388888888888889,10.01388888888889
771,-0.125,0.0
773,0.0,0.0
774,1.9027777777777777,12.055555555555555
776,0.2222222222222222,19.01388888888889
777,-0.041666666666666664,0.6527777777777778
778,0.0,0.1388888888888889
779,-0.08333333333333333,0.0
783,7.027777777777778,25.069444444444443
785,-0.041666666666666664,0.0
786,3.763888888888889,7.722222222222222
794,-0.027777777777777776,0.0
795,-0.08333333333333333,0.0
798,39.041666666666664,89.54166666666667
802,2.75,8.652777777777779
805,-0.08333333333333333,0.0
809,-0.20833333333333334,0.0
811,325.40277777777777,523.5555555555555
813,-0.041666666666666664,0.0
814,0.3333333333333333,1.0
815,-0.5416666666666666,0.0
817,0.0,0.0
818,0.0,0.0
820,-0.041666666666666664,0.0
821,0.0,0.0
822,5.555555555555555,14.375
823,-0.08333333333333333,0.0
