UserID,similarity
1337,0.18924150954139238
379,0.15989269391885147
5404,0.15515416058858933
49,0.14845529673917252
2607,0.14810498948254994
5739,0.14605645734781178
5635,0.14479543389481767
2495,0.1390918777544053
4159,0.13819212056777486
4724,0.13572719178329753
2459,0.1343693765075225
1336,0.1284913655503778
2652,0.127959651231097
5541,0.1270669122956243
223,0.12610430273940304
1728,0.1256306289983631
2862,0.12346737761915952
1574,0.12124036048518536
485,0.12072491379947307
682,0.11973719947076401
2345,0.11958205324648201
6008,0.1186975483501881
942,0.11813694667748473
2766,0.11804939532967042
1568,0.11757415888607219
89,0.11714620313859621
1283,0.11547726482201409
933,0.1148236482262738
2224,0.11467673233662158
1311,0.11226522935675562
3634,0.11205424338213023
672,0.11184630011490321
4572,0.1108675299402637
2554,0.11064484800495131
946,0.11019659801359333
5245,0.11003680732822158
2386,0.1099094872601302
66,0.10934785057423574
5206,0.10885251951057716
5978,0.10793304413365998
3606,0.10770205438140988
833,0.10704697514985265
150,0.10637849376849987
1951,0.10609679418569988
3743,0.10599589848190255
5216,0.10518778633677105
639,0.10507764078868433
3433,0.10477484954638888
72,0.10474027186566694
1437,0.1041306002712353
2426,0.104102105368783
2395,0.10367759930253083
1027,0.10326739493982977
1534,0.10288865020203414
5331,0.10227866813049798
1515,0.1012547468578588
2391,0.10044508493556244
918,0.1003044631730547
4588,0.10013254266920353
3600,0.09979402969569082
1744,0.0995718771909143
2998,0.09944536488682
3784,0.0994156223731203
4206,0.0992040428001647
2902,0.09919842277845618
1454,0.09830401175025087
4926,0.0982301437741631
3913,0.09818677787080872
733,0.09738115639911195
1833,0.0963454533830864
4360,0.0956559743824188
2937,0.09553513263854432
2566,0.09496830370836161
2487,0.09461986835968579
1618,0.09408308991755243
1949,0.09399144391641825
2817,0.09395814890059616
5384,0.09376648100655625
2661,0.09367959883143569
4702,0.09325856192667743
2562,0.09312423846357441
4773,0.0920086414261121
2488,0.09158567797854911
4036,0.09152627728162067
583,0.09136792882969527
4821,0.0904636207090224
3346,0.09026671550392804
5949,0.09025788273949475
1830,0.09023993516846471
5309,0.09007057365057104
1126,0.09003143011678712
5201,0.08909304221978918
2873,0.08903629640324988
1307,0.08879204205344281
4019,0.08845369771412069
2190,0.08781482511129955
5968,0.08781295886148653
4840,0.08734407269189243
885,0.08724762596948243
4705,0.08712274752958027
4203,0.08698882829065178
1976,0.08652307722844393
2189,0.08623203752739493
2046,0.0858137301896068
2704,0.0857338801129086
2658,0.08573065393284247
1074,0.08564040063928713
6006,0.08561816948769516
965,0.08531410909886175
3840,0.085253716545124
2587,0.08520809752787424
4228,0.0851936502585652
3974,0.08512666208013456
5363,0.08499811945759708
4308,0.08487259338692879
2300,0.08483465508679347
3975,0.08464613947652855
613,0.08459795127918872
3020,0.08403665644368238
2485,0.08397896037116402
5993,0.08395216829862627
3666,0.08375026134251945
1104,0.08334720222508579
678,0.08331744881023892
4408,0.08314289319211633
1207,0.08309718219868492
4512,0.0829781971090549
1369,0.0828194800945209
3269,0.08273587241768889
213,0.08269255284624548
3348,0.08261047098544969
2162,0.08260675824696158
4290,0.08247743381187989
2965,0.08237996934141774
1780,0.08232780717588264
190,0.08211166950128096
4876,0.08184364335618788
2591,0.081681095548948
4436,0.08154815334254278
401,0.08152475582625261
5155,0.08144240829503487
1107,0.08123715760554162
2413,0.08111622474023479
2210,0.08098195652744161
3527,0.08093877411172022
5855,0.08086235098244092
4097,0.08081497249992521
1555,0.08070795487746474
2792,0.08055845213498135
676,0.08053253857184337
907,0.08049205459221441
3848,0.08040687596470664
4999,0.08035927828300404
4438,0.0802930564704181
5406,0.08008127650343108
3130,0.07994568965634104
3146,0.07993435233314612
718,0.07972570277129967
4318,0.07966539724527807
5191,0.079651636611269
5343,0.07940105366294878
5361,0.0790301160787624
2831,0.07890158552257227
2765,0.07879651889046049
1501,0.07871853906581074
2047,0.07860962729405024
5807,0.0784852139374769
3356,0.07845746421313017
1760,0.07829875733803351
4063,0.07821485881101828
137,0.07792382592313433
3351,0.07788589897443468
758,0.07788589897443468
5701,0.07777830581717114
246,0.07764727376437704
4056,0.07753917815012343
746,0.07740523733503474
3725,0.07733194730642885
2410,0.0773293583886138
2343,0.0772941513000984
5213,0.07711307084483783
2889,0.07707537903725273
3485,0.07696281895869603
4628,0.07691529054905206
5402,0.07684934521692537
4030,0.07681258148010368
4251,0.07624406784683078
2222,0.07620915747137615
3854,0.075987601578038
2440,0.07575935693587767
4897,0.07573871672557243
3906,0.07566547429158299
4746,0.0755210311009172
1476,0.0753971169404202
486,0.07518391218830792
2039,0.07514635054318723
4146,0.07499121959750012
2122,0.07469943592838256
119,0.0744786278062552
1536,0.07408659861110532
3155,0.0740494656533884
637,0.07403789140253265
939,0.07393594995074897
884,0.07350867935642456
2990,0.07349320935395907
1956,0.07343274241711395
1048,0.07300460226621132
2096,0.07295274136632961
686,0.07293096817160401
2619,0.07285313869493878
2367,0.07263526383940916
1087,0.07257043757133803
2618,0.07242626835699828
4547,0.07240815879175874
2302,0.07240609777013939
378,0.07229056393594058
1770,0.0722557207343693
2353,0.07221000173091464
3948,0.0721486275411078
4221,0.07207727546210656
4283,0.07204275691721135
3452,0.07195914056454873
3936,0.0718643171033332
2595,0.07177803853544923
4664,0.07172247291241131
2934,0.0717203528750732
2681,0.07148811872475128
5185,0.0714175659108916
47,0.07132893368483142
3739,0.0710073755616296
4073,0.07083789445980448
4081,0.07082486736465782
4758,0.07078453020086749
5942,0.07075383134526661
3279,0.07075078204041779
1507,0.0706768805670062
2332,0.07045383863528736
4184,0.07032178021061383
5493,0.07028747659804063
3849,0.07021911858172211
3260,0.07013601983768562
1394,0.07012896699593396
1400,0.07004135671206449
5306,0.0698081958028955
98,0.06980575139332343
4357,0.06978633721818532
397,0.0697617724185796
5801,0.06950487619468755
6035,0.06940771856641255
517,0.06931207294303901
5903,0.06930275897084817
4039,0.06923206501721647
184,0.0691995025342515
5740,0.06913773044986816
451,0.06904906234614745
2509,0.06892953700115327
2102,0.0687704103356487
1663,0.06876105804197048
3720,0.06875986714720818
2602,0.06866262124007985
2035,0.06861292450680756
713,0.06849198977068462
2951,0.06841894702824092
1914,0.06841199036691548
4144,0.06837865906248723
2620,0.06836804344222473
3493,0.068361727295015
1373,0.06834228323798909
5437,0.06830774878951772
425,0.06828667492548912
2592,0.06797187793848644
2655,0.06784806736250895
